SIGLA_UF;CODIGO_CARGO;DESCRICAO_CARGO;NOME_CANDIDATO;SEQUENCIAL_CANDIDATO;COD_SITUACAO_CANDIDATURA;DES_SITUACAO_CANDIDATURA;NUMERO_PARTIDO;CODIGO_LEGENDA;CODIGO_OCUPACAO;DESCRICAO_OCUPACAO;IDADE_DATA_ELEICAO;CODIGO_SEXO;DESCRICAO_SEXO;COD_GRAU_INSTRUCAO;DESCRICAO_GRAU_INSTRUCAO;CODIGO_ESTADO_CIVIL;DESCRICAO_ESTADO_CIVIL;CODIGO_COR_RACA;DESCRICAO_COR_RACA;CODIGO_NACIONALIDADE;DESCRICAO_NACIONALIDADE;DESPESA_MAX_CAMPANHA;COD_SIT_TOT_TURNO;DESC_SIT_TOT_TURNO;VALOR_BEM;VALOR_RECEITA
BA;6;DEPUTADO FEDERAL;TABAJARA SOARES MARQUES;50000000677;2;DEFERIDO;15;50000000012;257;EMPRESµRIO;60;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;356325.54;36100
BA;7;DEPUTADO ESTADUAL;ANDERSON DA SILVA MUNIZ;50000000762;2;DEFERIDO;19;50000000013;296;SERVIDOR PÈBLICO FEDERAL;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2500000;5;SUPLENTE;591493.61;329885.9
BA;7;DEPUTADO ESTADUAL;ALFREDO BOA SORTE JUNIOR;50000000118;2;DEFERIDO;65;50000000003;296;SERVIDOR PÈBLICO FEDERAL;56;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;423681.11;145063.53
BA;6;DEPUTADO FEDERAL;ALVIR DOS SANTOS SILVA;50000000887;2;DEFERIDO;51;50000000021;233;POLICIAL MILITAR;46;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;1000000;4;N«O ELEITO;0.01;4690.6
BA;6;DEPUTADO FEDERAL;MµRCIO CARLOS MARINHO;50000000672;2;DEFERIDO;10;50000000012;277;DEPUTADO;43;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;2000000;2;ELEITO POR QP;192709.71;152361.15
BA;6;DEPUTADO FEDERAL;RAMON DE SENA SOUZA;50000000501;2;DEFERIDO;43;50000000008;278;VEREADOR;36;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;25300;1671
BA;6;DEPUTADO FEDERAL;ACELINO FREITAS;50000000667;2;DEFERIDO;10;50000000012;277;DEPUTADO;39;2;MASCULINO;2;L“ E ESCREVE;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;3108500;284089
BA;7;DEPUTADO ESTADUAL;JORGE REIS DOS SANTOS;50000000211;2;DEFERIDO;40;50000000005;999;OUTROS;39;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;40000;11146.02
BA;6;DEPUTADO FEDERAL;PAULO MIGUEL BRANDAO DE SOUZA;50000000870;2;DEFERIDO;28;50000000021;121;ECONOMISTA;64;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1000000;4;N«O ELEITO;32000;3800
BA;7;DEPUTADO ESTADUAL;MOIZES BARBOSA DA COSTA;50000000733;2;DEFERIDO;45;50000000013;257;EMPRESµRIO;43;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;1025213.5;220000
BA;7;DEPUTADO ESTADUAL;NARLISON BORGES DE SALES;50000000305;2;DEFERIDO;14;50000000006;126;ANALISTA DE SISTEMAS;55;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;258000;39401.47
BA;6;DEPUTADO FEDERAL;ELISANGELA DOS SANTOS ARAUJO;50000000137;2;DEFERIDO;13;50000000004;601;AGRICULTOR;41;4;FEMININO;4;ENSINO FUNDAMENTAL COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;19000;190782.5
BA;6;DEPUTADO FEDERAL;ANTONIO JOSê IMBASSAHY DA SILVA;50000000639;2;DEFERIDO;45;50000000012;277;DEPUTADO;66;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;2;ELEITO POR QP;1652004.42;2896692.31
BA;6;DEPUTADO FEDERAL;MARCELO DE MELO SILVA;50000000635;2;DEFERIDO;25;50000000012;131;ADVOGADO;40;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;360000;77080
BA;6;DEPUTADO FEDERAL;MANOELITO ARGOLO DOS SANTOS JUNIOR;50000001145;2;DEFERIDO;77;50000000012;602;PECUARISTA;37;2;MASCULINO;7;SUPERIOR INCOMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;2850000;3124
BA;7;DEPUTADO ESTADUAL;JOSê CARLOS DA SILVA;50000000371;2;DEFERIDO;13;50000000006;531;MOTORISTA DE VE÷CULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;64;2;MASCULINO;6;ENSINO MêDIO COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;514742.61;746699.29
CE;7;DEPUTADO ESTADUAL;FRANCISCO JOSE TEIXEIRA;60000000725;2;DEFERIDO;13;60000000018;107;GE‡LOGO;52;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;1400000;5;SUPLENTE;510043.32;378457.51
CE;7;DEPUTADO ESTADUAL;LARA PALMEIRA PINHEIRO;60000000500;2;DEFERIDO;15;60000000013;125;ADMINISTRADOR;38;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;1480000;5;SUPLENTE;275613.85;4280
CE;7;DEPUTADO ESTADUAL;LEONARDO LIMA VASCONCELOS CARNEIRO;60000000411;2;DEFERIDO;50;60000000011;266;PROFESSOR DE ENSINO MêDIO;32;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;100000;5;SUPLENTE;3791.66;2090
CE;7;DEPUTADO ESTADUAL;JOSê MARIA LOPES DE SOUSA;60000000898;2;DEFERIDO;36;60000000016;232;POLICIAL CIVIL;59;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;79620.76;300
CE;7;DEPUTADO ESTADUAL;EDUARDO DE CASTRO PESSOA DE LIMA;60000000546;2;DEFERIDO;44;60000000013;278;VEREADOR;41;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;1480000;5;SUPLENTE;60000;353015.55
CE;7;DEPUTADO ESTADUAL;MARIA BETHROSE FONTENELE ARAÈJO;60000000547;2;DEFERIDO;44;60000000013;114;FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;49;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1480000;2;ELEITO POR QP;668144.84;1276800
CE;7;DEPUTADO ESTADUAL;GEORGES AUBERT DOS SANTOS FREITAS;60000000309;2;DEFERIDO;19;60000000009;233;POLICIAL MILITAR;36;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;180000;1600
CE;6;DEPUTADO FEDERAL;ELIETE SAMPAIO PINHEIRO;60000000594;2;DEFERIDO;45;60000000014;131;ADVOGADO;64;4;FEMININO;8;SUPERIOR COMPLETO;7;SEPARADO(A) JUDICIALMENTE;1;BRANCA;1;BRASILEIRA NATA;2500000;5;SUPLENTE;1427341.85;3180
CE;6;DEPUTADO FEDERAL;JOSE LUCIANO MUNIZ LIMA;60000000379;2;DEFERIDO;50;60000000011;111;MêDICO;59;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;50000;4;N«O ELEITO;1042577.15;3600
CE;6;DEPUTADO FEDERAL;PAULO CESAR PAIVA DE SOUZA LIMA;60000000069;2;DEFERIDO;40;60000000002;395;BANCµRIO E ECONOMIµRIO;54;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;900000;4;N«O ELEITO;2563760.15;59235.35
CE;7;DEPUTADO ESTADUAL;WAGNER SOUSA GOMES;60000000545;2;DEFERIDO;22;60000000013;921;MILITAR REFORMADO;35;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1480000;2;ELEITO POR QP;340103.04;87120.32
CE;7;DEPUTADO ESTADUAL;RAIMUNDO MARQUES DA CUNHA;60000000134;2;DEFERIDO;65;60000000004;169;COMERCIANTE;53;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;117450;21700
CE;7;DEPUTADO ESTADUAL;ANTONIO AUCELIO FELIPE COUTINHO;60000000138;2;DEFERIDO;65;60000000004;265;PROFESSOR DE ENSINO FUNDAMENTAL;42;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;5850;40269
CE;7;DEPUTADO ESTADUAL;PAULO SERGIO FEITOSA CORDEIRO;60000000141;2;DEFERIDO;65;60000000004;171;JORNALISTA E REDATOR;41;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;43000;54920
CE;7;DEPUTADO ESTADUAL;JO«O BARRETO PESSOA;60000000154;2;DEFERIDO;65;60000000004;266;PROFESSOR DE ENSINO MêDIO;56;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;32800;10800
CE;7;DEPUTADO ESTADUAL;MARGARIDA MARIA LOUREIRO MAIA ROCHA CAMPELO;60000000170;2;DEFERIDO;65;60000000004;125;ADMINISTRADOR;44;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;21486.4;41670.75
CE;7;DEPUTADO ESTADUAL;MIRIAN DE ALMEIDA RODRIGUES SOBREIRA;60000000696;2;DEFERIDO;90;60000000018;113;ENFERMEIRO;57;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1400000;2;ELEITO POR QP;140591;498057.51
CE;7;DEPUTADO ESTADUAL;ANTONIO ROQUE DE ARAUJO;60000000695;2;DEFERIDO;90;60000000018;277;DEPUTADO;60;2;MASCULINO;7;SUPERIOR INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1400000;5;SUPLENTE;5103664.2;298607.51
CE;6;DEPUTADO FEDERAL;MARIGISA LIMA DA PAZ;60000000088;2;DEFERIDO;40;60000000002;397;RECEPCIONISTA;46;4;FEMININO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;900000;4;N«O ELEITO;160000;30585.34
CE;6;DEPUTADO FEDERAL;MµRIO FEITOZA DE CARVALHO FREITAS;60000000579;2;DEFERIDO;15;60000000014;277;DEPUTADO;61;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2800000;5;SUPLENTE;243511.01;912180
CE;6;DEPUTADO FEDERAL;ANTONIO AUGUSTO MOREIRA DE MENEZES;60000000592;2;DEFERIDO;44;60000000014;124;CONTADOR;52;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2500000;5;SUPLENTE;715000;50200
CE;7;DEPUTADO ESTADUAL;MARIA ELIANE GALV«O BRAGA;60000000540;2;DEFERIDO;22;60000000013;169;COMERCIANTE;65;4;FEMININO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1480000;5;SUPLENTE;150000;1448
CE;6;DEPUTADO FEDERAL;EDSON XAVIER FERREIRA;60000000423;2;DEFERIDO;16;60000000011;266;PROFESSOR DE ENSINO MêDIO;35;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);2;PRETA;1;BRASILEIRA NATA;60000;4;N«O ELEITO;4000;1425.36
CE;6;DEPUTADO FEDERAL;FAUSTO PINHEIRO PEDROSA NETO;60000000424;2;DEFERIDO;16;60000000011;395;BANCµRIO E ECONOMIµRIO;54;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;60000;4;N«O ELEITO;32000;892.36
CE;6;DEPUTADO FEDERAL;FERNANDO LUIZ LIMA SARAIVA;60000000425;2;DEFERIDO;16;60000000011;395;BANCµRIO E ECONOMIµRIO;62;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;60000;4;N«O ELEITO;91833.08;1583.86
CE;6;DEPUTADO FEDERAL;LUIS EVERARDO DE QUEIROZ FERNANDES;60000000428;2;DEFERIDO;16;60000000011;266;PROFESSOR DE ENSINO MêDIO;45;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;60000;4;N«O ELEITO;43000;890.36
CE;7;DEPUTADO ESTADUAL;RAIMUNDO OMAN CARNEIRO FILHO;60000000475;2;DEFERIDO;11;60000000012;297;SERVIDOR PÈBLICO ESTADUAL;55;2;MASCULINO;5;ENSINO MêDIO INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1400000;5;SUPLENTE;72258.37;209000
CE;6;DEPUTADO FEDERAL;LUIS LE«O DA SILVA;60000000267;2;DEFERIDO;19;60000000008;923;APOSENTADO (EXCETO SERVIDOR PÈBLICO);65;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1200000;5;SUPLENTE;149896.72;1900
CE;6;DEPUTADO FEDERAL;CELIA ROMERO GONÄALVES RODRIGUES;60000000777;2;DEFERIDO;13;60000000020;265;PROFESSOR DE ENSINO FUNDAMENTAL;63;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2800000;5;SUPLENTE;373000;2000
CE;6;DEPUTADO FEDERAL;JOSE AMERICO BARROS DA ROCHA FILHO;60000000265;2;DEFERIDO;19;60000000008;131;ADVOGADO;45;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1200000;5;SUPLENTE;187000;20300
CE;7;DEPUTADO ESTADUAL;JOSê ANCHIETA RODRIGUES;60000000820;2;DEFERIDO;54;60000000021;296;SERVIDOR PÈBLICO FEDERAL;44;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;5;SUPLENTE;89154.9;1000
CE;6;DEPUTADO FEDERAL;JOSE ADAIL CARNEIRO SILVA;60000000788;2;DEFERIDO;31;60000000020;257;EMPRESµRIO;51;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;2800000;2;ELEITO POR QP;13180000;685357.51
CE;7;DEPUTADO ESTADUAL;AUGUSTO FERREIRA DA SILVA NETO;60000000623;2;DEFERIDO;36;60000000016;257;EMPRESµRIO;46;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;63824.22;71110
CE;7;DEPUTADO ESTADUAL;GERALDO CARLOS BURILE;60000000867;2;DEFERIDO;51;60000000021;257;EMPRESµRIO;46;2;MASCULINO;5;ENSINO MêDIO INCOMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1400000;5;SUPLENTE;685614.31;35437.51
CE;7;DEPUTADO ESTADUAL;ANA MARIA FERREIRA DA CUNHA CAMPOS;60000000718;2;DEFERIDO;13;60000000018;125;ADMINISTRADOR;46;4;FEMININO;8;SUPERIOR COMPLETO;7;SEPARADO(A) JUDICIALMENTE;1;BRANCA;1;BRASILEIRA NATA;1400000;5;SUPLENTE;33920.5;6700
CE;7;DEPUTADO ESTADUAL;CARLOS MAGNO DE ALMEIDA;60000000848;2;DEFERIDO;51;60000000021;164;MÈSICO;44;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;1400000;5;SUPLENTE;18000;3100
CE;7;DEPUTADO ESTADUAL;MOISES BRAZ RICARDO;60000000731;2;DEFERIDO;13;60000000018;606;TRABALHADOR RURAL;51;2;MASCULINO;2;L“ E ESCREVE;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1400000;2;ELEITO POR QP;242317.95;434957.51
CE;7;DEPUTADO ESTADUAL;JOSE JACOME CARNEIRO ALBUQUERQUE;60000000747;2;DEFERIDO;90;60000000018;257;EMPRESµRIO;59;2;MASCULINO;7;SUPERIOR INCOMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1400000;2;ELEITO POR QP;1298751.65;555557.51
CE;7;DEPUTADO ESTADUAL;TADEU WILIAM IVO FONTES;60000000543;2;DEFERIDO;22;60000000013;169;COMERCIANTE;60;2;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1480000;5;SUPLENTE;50000;1448
CE;7;DEPUTADO ESTADUAL;JULIO CESAR COSTA LIMA JUNIOR;60000000318;2;DEFERIDO;19;60000000009;277;DEPUTADO;28;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;800000;3;ELEITO POR MêDIA;23756.2;221700
CE;7;DEPUTADO ESTADUAL;CARLOMANO GOMES MARQUES;60000000487;2;DEFERIDO;15;60000000013;111;MêDICO;60;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1480000;2;ELEITO POR QP;1188741.94;241280.53
CE;7;DEPUTADO ESTADUAL;MARIA DARCY LIRA ANDRADE;60000000539;2;DEFERIDO;22;60000000013;124;CONTADOR;64;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1480000;5;SUPLENTE;596000;5568
CE;7;DEPUTADO ESTADUAL;ROBERTO HENRIQUE GADELHA E SILVA;60000000630;2;DEFERIDO;36;60000000016;101;ENGENHEIRO;52;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;335000;1000
CE;7;DEPUTADO ESTADUAL;MANOEL CLIBERTO CARNEIRO PINHEIRO;60000000853;2;DEFERIDO;51;60000000021;170;COMERCIµRIO;60;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1400000;5;SUPLENTE;254000;7000
CE;6;DEPUTADO FEDERAL;FRANCISCO ERNESTO MARTINS DA SILVA;60000000084;2;DEFERIDO;40;60000000002;298;SERVIDOR PÈBLICO MUNICIPAL;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;900000;4;N«O ELEITO;19500;51085.34
CE;7;DEPUTADO ESTADUAL;ARLINDO GIR«O MOTA;60000000524;2;DEFERIDO;22;60000000013;257;EMPRESµRIO;49;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1480000;5;SUPLENTE;275500;2000
CE;7;DEPUTADO ESTADUAL;ALEXANDRA DA CUNHA SA;60000000297;2;DEFERIDO;19;60000000009;237;REPRESENTANTE COMERCIAL;33;4;FEMININO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;2400;600
CE;7;DEPUTADO ESTADUAL;CARLOS WINDSON CAVALCANTE MOTA;60000000526;2;DEFERIDO;22;60000000013;111;MêDICO;39;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;1480000;5;SUPLENTE;847775.1;30798
CE;7;DEPUTADO ESTADUAL;MANOEL OCIAN BEZERRA;60000000893;2;DEFERIDO;23;60000000009;172;PUBLICITµRIO;58;2;MASCULINO;2;L“ E ESCREVE;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;900000;5;SUPLENTE;25000;350
CE;7;DEPUTADO ESTADUAL;JOSê EVANIO GUEDES;60000000468;2;DEFERIDO;11;60000000012;923;APOSENTADO (EXCETO SERVIDOR PÈBLICO);71;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1400000;5;SUPLENTE;1265000;14500
CE;7;DEPUTADO ESTADUAL;LUIZ CARLOS DE ARAUJO DANTAS;60000000331;2;DEFERIDO;23;60000000009;232;POLICIAL CIVIL;55;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;900000;5;SUPLENTE;398750;107233
CE;7;DEPUTADO ESTADUAL;LUC÷LVIO GIR«O SALES;60000000689;2;DEFERIDO;77;60000000018;277;DEPUTADO;61;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;1400000;2;ELEITO POR QP;526886.69;165557.51
CE;7;DEPUTADO ESTADUAL;JOSE VYTAL ARRUDA LINHARES;60000000315;2;DEFERIDO;19;60000000009;169;COMERCIANTE;55;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;228177.4;101761.4
CE;7;DEPUTADO ESTADUAL;EVANDRO Sµ BARRETO LEIT«O;60000000359;2;DEFERIDO;12;60000000010;131;ADVOGADO;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;900000;2;ELEITO POR QP;1304981.97;291712.5
CE;7;DEPUTADO ESTADUAL;JOAQUIM HELANO PAIVA;60000000392;2;DEFERIDO;50;60000000011;298;SERVIDOR PÈBLICO MUNICIPAL;37;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;100000;5;SUPLENTE;20000;5900
CE;7;DEPUTADO ESTADUAL;MARIA RUTH MOTA RIBEIRO;60000000407;2;DEFERIDO;50;60000000011;394;AUXILIAR DE ESCRIT‡RIO E ASSEMELHADOS;44;4;FEMININO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;100000;5;SUPLENTE;25000;1384
CE;7;DEPUTADO ESTADUAL;JO«O PAULO ALVES ARAÈJO;60000000413;2;DEFERIDO;50;60000000011;411;VENDEDOR DE COMêRCIO VAREJISTA E ATACADISTA;30;2;MASCULINO;6;ENSINO MêDIO COMPLETO;7;SEPARADO(A) JUDICIALMENTE;1;BRANCA;1;BRASILEIRA NATA;100000;5;SUPLENTE;54000;5300
CE;6;DEPUTADO FEDERAL;FRANCISCO JOSê GOMES;60000000414;2;DEFERIDO;50;60000000011;131;ADVOGADO;50;2;MASCULINO;8;SUPERIOR COMPLETO;7;SEPARADO(A) JUDICIALMENTE;3;PARDA;1;BRASILEIRA NATA;50000;4;N«O ELEITO;300000;17520.75
CE;7;DEPUTADO ESTADUAL;FRANCISCO EUGENIO BARBOSA FERREIRA;60000000288;2;DEFERIDO;27;60000000009;111;MêDICO;55;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;162486.22;4450
CE;7;DEPUTADO ESTADUAL;ACACI ANTONIO DE AMORIM;60000000152;2;DEFERIDO;65;60000000004;169;COMERCIANTE;61;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;5024000;14861.15
CE;7;DEPUTADO ESTADUAL;DOMINGOS SAVIO DA SILVA;60000000024;2;DEFERIDO;20;60000000001;125;ADMINISTRADOR;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;1505000;300
CE;7;DEPUTADO ESTADUAL;AGENOR MANOEL RIBEIRO;60000000882;2;DEFERIDO;27;60000000009;266;PROFESSOR DE ENSINO MêDIO;43;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;243000;51468.2
CE;7;DEPUTADO ESTADUAL;JO«O BATISTA DE CASTRO ABREU;60000000070;2;DEFERIDO;40;60000000002;258;BOMBEIRO MILITAR;39;2;MASCULINO;7;SUPERIOR INCOMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;600000;4;N«O ELEITO;830000;6735.34
CE;6;DEPUTADO FEDERAL;FRANCISCO DANILO BASTOS FORTE;60000000574;2;DEFERIDO;15;60000000014;277;DEPUTADO;56;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;2800000;2;ELEITO POR QP;2809352.08;2476971.68
CE;6;DEPUTADO FEDERAL;JAZIEL PEREIRA DE SOUSA;60000000575;2;DEFERIDO;15;60000000014;111;MêDICO;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2800000;5;SUPLENTE;375451.6;31001.4
CE;6;DEPUTADO FEDERAL;VITOR PEREIRA VALIM;60000000580;2;DEFERIDO;15;60000000014;171;JORNALISTA E REDATOR;36;2;MASCULINO;7;SUPERIOR INCOMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;2800000;3;ELEITO POR MêDIA;527600;322452.19
CE;6;DEPUTADO FEDERAL;MARCIO BATISTA BARBOSA;60000000585;2;DEFERIDO;22;60000000014;296;SERVIDOR PÈBLICO FEDERAL;36;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2800000;5;SUPLENTE;110000;3487.9
CE;6;DEPUTADO FEDERAL;MAYRA ISABEL CORREIA PINHEIRO;60000000597;2;DEFERIDO;45;60000000014;111;MêDICO;47;4;FEMININO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;2500000;5;SUPLENTE;768000;41565
