Trans_ID,Product1,Product2,Product3
917,Nachos,Butter,Dairy
918,Bread,Jam,Dairy
919,Bread,Butter,Egg
920,Bread,Butter,Egg
921,Nachos,Salsa,Egg
922,Nachos,Salsa,Dairy
923,Bread,Butter,Egg
924,Bread,Jam,Dairy
925,Juice,Vegetable,Salad
926,Fruits,Vegetable,Salad
927,Bread,Jam,Egg
928,Fruits,Vegetable,Salad
929,Juice,Jam,Egg
930,Bread,Butter,Egg
931,Bread,Jam,Egg
932,Juice,Jam,Egg
933,Juice,Jam,Egg
934,Juice,Jam,Egg
935,Bread,Butter,Dairy
936,Bread,Butter,Egg
937,Juice,Jam,Egg
938,Juice,Jam,Egg
939,Bread,Butter,Egg
940,Juice,Jam,Egg
941,Bread,Jam,Dairy
942,Nachos,Salsa,Egg
943,Fruits,Vegetable,Salad
944,Fruits,Vegetable,Salad
945,Nachos,Salsa,Dairy
946,Nachos,Salsa,Dairy
947,Bread,Jam,Dairy
948,Nachos,Salsa,Dairy
949,Nachos,Salsa,Egg
950,Nachos,Salsa,Egg
951,Fruits,Vegetable,Salad
952,Bread,Butter,Egg
953,Bread,Jam,Dairy
954,Nachos,Salsa,Dairy
955,Nachos,Salsa,Dairy
956,Bread,Butter,Egg
957,Bread,Butter,Egg
958,Bread,Jam,Dairy
959,Juice,Vegetable,Salad
960,Bread,Butter,Dairy
961,Bread,Jam,Dairy
962,Bread,Jam,Egg
963,Juice,Jam,Egg
964,Fruits,Vegetable,Salad
965,Fruits,Jam,Salad
966,Nachos,Salsa,Egg
967,Fruits,Jam,Salad
968,Bread,Jam,Dairy
969,Juice,Vegetable,Salad
970,Nachos,Salsa,Egg
971,Fruits,Vegetable,Salad
972,Fruits,Jam,Salad
973,Juice,Jam,Egg
974,Fruits,Vegetable,Salad
975,Juice,Jam,Egg
976,Fruits,Vegetable,Salad
977,Juice,Jam,Egg
978,Fruits,Vegetable,Salad
979,Bread,Butter,Egg
980,Juice,Vegetable,Egg
981,Bread,Jam,Dairy
982,Juice,Jam,Egg
983,Fruits,Vegetable,Salad
984,Bread,Butter,Egg
985,Nachos,Butter,Dairy
986,Bread,Jam,Egg
987,Bread,Butter,Egg
988,Bread,Jam,Dairy
989,Fruits,Vegetable,Salad
990,Nachos,Salsa,Egg
991,Juice,Jam,Egg
992,Fruits,Vegetable,Salad
993,Bread,Butter,Dairy
994,Nachos,Butter,Dairy
995,Bread,Jam,Dairy
996,Bread,Butter,Egg
997,Juice,Jam,Egg
998,Nachos,Salsa,Egg
999,Nachos,Salsa,Dairy
1000,Fruits,Vegetable,Salad
1001,Juice,Jam,Egg
1002,Nachos,Salsa,Dairy
1003,Nachos,Salsa,Egg
1004,Juice,Jam,Egg
1005,Juice,Jam,Egg
1006,Nachos,Salsa,Dairy
1007,Juice,Jam,Egg
1008,Juice,Jam,Egg
1009,Juice,Jam,Egg
1010,Nachos,Salsa,Dairy
1011,Nachos,Butter,Dairy
1012,Juice,Jam,Egg
1013,Juice,Jam,Egg
1014,Bread,Jam,Dairy
1015,Juice,Jam,Egg
1016,Bread,Butter,Egg
1017,Bread,Butter,Dairy
1018,Nachos,Salsa,Egg
1019,Juice,Vegetable,Egg
1020,Nachos,Salsa,Egg
1021,Nachos,Salsa,Dairy
1022,Bread,Jam,Dairy
1023,Juice,Jam,Egg
1024,Juice,Jam,Egg
1025,Fruits,Vegetable,Salad
1026,Bread,Jam,Egg
1027,Bread,Butter,Dairy
1028,Juice,Jam,Egg
1029,Bread,Butter,Egg
1030,Nachos,Salsa,Egg
1031,Bread,Jam,Dairy
1032,Bread,Butter,Egg
1033,Nachos,Salsa,Dairy
1034,Fruits,Vegetable,Salad
1035,Bread,Jam,Dairy
1036,Juice,Jam,Egg
1037,Fruits,Vegetable,Salad
1038,Bread,Jam,Dairy
1039,Juice,Jam,Egg
1040,Juice,Jam,Egg
1041,Nachos,Salsa,Dairy
1042,Bread,Butter,Egg
1043,Juice,Jam,Egg
1044,Bread,Jam,Dairy
1045,Fruits,Jam,Salad
1046,Nachos,Salsa,Egg
1047,Nachos,Salsa,Egg
1048,Juice,Jam,Egg
1049,Juice,Jam,Egg
1050,Fruits,Vegetable,Salad
1051,Fruits,Vegetable,Salad
1052,Fruits,Vegetable,Salad
1053,Bread,Jam,Egg
1054,Fruits,Vegetable,Salad
1055,Nachos,Butter,Dairy
1056,Bread,Butter,Egg
1057,Bread,Butter,Egg
1058,Nachos,Salsa,Egg
1059,Fruits,Vegetable,Salad
1060,Nachos,Salsa,Egg
1061,Nachos,Salsa,Egg
1062,Juice,Jam,Egg
1063,Fruits,Vegetable,Salad
1064,Bread,Butter,Egg
1065,Bread,Jam,Dairy
1066,Juice,Jam,Egg
1067,Bread,Butter,Egg
1068,Juice,Jam,Egg
1069,Nachos,Salsa,Egg
1070,Nachos,Salsa,Dairy
1071,Bread,Butter,Egg
1072,Juice,Jam,Egg
1073,Bread,Jam,Dairy
1074,Bread,Jam,Egg
1075,Juice,Jam,Egg
1076,Bread,Salsa,Dairy
1077,Bread,Butter,Egg
1078,Juice,Jam,Egg
1079,Nachos,Salsa,Egg
1080,Juice,Jam,Egg
1081,Nachos,Salsa,Egg
1082,Bread,Butter,Egg
1083,Bread,Butter,Egg
1084,Nachos,Salsa,Dairy
1085,Juice,Jam,Egg
1086,Fruits,Vegetable,Salad
1087,Fruits,Vegetable,Salad
1088,Nachos,Butter,Dairy
1089,Fruits,Vegetable,Salad
1090,Bread,Jam,Egg
1091,Juice,Jam,Egg
1092,Bread,Butter,Egg
1093,Juice,Vegetable,Salad
1094,Bread,Butter,Egg
1095,Juice,Jam,Egg
1096,Fruits,Vegetable,Salad
1097,Fruits,Vegetable,Salad
1098,Nachos,Salsa,Egg
1099,Nachos,Butter,Dairy
1100,Fruits,Vegetable,Salad
1101,Bread,Jam,Dairy
1102,Nachos,Salsa,Egg
1103,Juice,Jam,Egg
1104,Bread,Butter,Egg
1105,Nachos,Salsa,Dairy
1106,Fruits,Vegetable,Salad
1107,Nachos,Salsa,Dairy
1108,Juice,Vegetable,Egg
1109,Juice,Jam,Egg
1110,Juice,Vegetable,Salad
1111,Juice,Jam,Egg
1112,Nachos,Salsa,Dairy
1113,Bread,Jam,Dairy
1114,Juice,Jam,Egg
1115,Fruits,Vegetable,Salad
1116,Bread,Jam,Dairy
1117,Bread,Jam,Dairy
1118,Nachos,Salsa,Dairy
1119,Juice,Jam,Egg
1120,Bread,Butter,Egg
1121,Juice,Vegetable,Salad
1122,Bread,Jam,Dairy
1123,Nachos,Salsa,Egg
1124,Bread,Butter,Egg
1125,Bread,Jam,Dairy
1126,Juice,Jam,Egg
1127,Bread,Butter,Egg
1128,Bread,Jam,Dairy
1129,Juice,Jam,Egg
1130,Juice,Jam,Egg
1131,Bread,Jam,Egg
1132,Nachos,Salsa,Egg
1133,Bread,Jam,Egg
1134,Juice,Jam,Egg
1135,Fruits,Vegetable,Salad
1136,Bread,Butter,Egg
1137,Nachos,Salsa,Dairy
1138,Bread,Butter,Egg
1139,Bread,Butter,Egg
1140,Juice,Jam,Egg
1141,Nachos,Salsa,Dairy
1142,Bread,Jam,Dairy
1143,Nachos,Salsa,Dairy
1144,Nachos,Butter,Dairy
1145,Fruits,Vegetable,Salad
1146,Bread,Butter,Egg
1147,Nachos,Salsa,Egg
1148,Bread,Jam,Egg
1149,Fruits,Vegetable,Salad
1150,Juice,Jam,Egg
1151,Nachos,Salsa,Egg
1152,Juice,Jam,Egg
1153,Fruits,Vegetable,Salad
1154,Bread,Butter,Egg
1155,Bread,Jam,Egg
1156,Juice,Vegetable,Salad
1157,Bread,Butter,Egg
1158,Juice,Jam,Egg
1159,Bread,Butter,Egg
1160,Nachos,Salsa,Egg
1161,Bread,Butter,Egg
1162,Nachos,Salsa,Egg
1163,Juice,Jam,Egg
1164,Fruits,Vegetable,Salad
1165,Bread,Butter,Dairy
1166,Fruits,Vegetable,Salad
1167,Bread,Butter,Egg
1168,Bread,Butter,Egg
1169,Nachos,Salsa,Egg
1170,Fruits,Vegetable,Salad
1171,Fruits,Vegetable,Salad
1172,Bread,Jam,Egg
1173,Juice,Jam,Egg
1174,Fruits,Vegetable,Salad
1175,Bread,Butter,Egg
1176,Bread,Butter,Egg
1177,Bread,Butter,Egg
1178,Nachos,Salsa,Egg
1179,Bread,Salsa,Dairy
1180,Nachos,Salsa,Egg
1181,Nachos,Salsa,Dairy
1182,Fruits,Vegetable,Salad
1183,Nachos,Salsa,Egg
1184,Juice,Jam,Egg
1185,Juice,Jam,Egg
1186,Bread,Butter,Egg
1187,Nachos,Salsa,Egg
1188,Juice,Jam,Egg
1189,Bread,Jam,Egg
1190,Juice,Vegetable,Salad
1191,Bread,Butter,Egg
1192,Fruits,Vegetable,Salad
1193,Bread,Jam,Egg
1194,Juice,Jam,Egg
1195,Fruits,Vegetable,Salad
1196,Bread,Butter,Dairy
1197,Juice,Vegetable,Salad
1198,Fruits,Vegetable,Salad
1199,Fruits,Vegetable,Salad
1200,Juice,Jam,Egg
1201,Fruits,Vegetable,Salad
1202,Bread,Jam,Egg
1203,Juice,Jam,Egg
1204,Juice,Vegetable,Egg
1205,Bread,Butter,Egg
1206,Fruits,Vegetable,Salad
1207,Fruits,Vegetable,Salad
1208,Fruits,Vegetable,Salad
1209,Fruits,Vegetable,Salad
1210,Bread,Jam,Dairy
1211,Bread,Butter,Egg
1212,Bread,Butter,Egg
1213,Bread,Jam,Egg
1214,Bread,Jam,Egg
1215,Nachos,Butter,Dairy
1216,Fruits,Vegetable,Salad
1217,Fruits,Vegetable,Salad
1218,Juice,Jam,Egg
1219,Nachos,Salsa,Egg
1220,Juice,Jam,Egg
1221,Nachos,Salsa,Egg
1222,Juice,Jam,Egg
1223,Juice,Jam,Egg
1224,Juice,Jam,Egg
1225,Bread,Butter,Egg
1226,Bread,Butter,Egg
1227,Bread,Salsa,Dairy
1228,Bread,Jam,Egg
1229,Juice,Jam,Egg
1230,Juice,Jam,Egg
1231,Bread,Butter,Egg
1232,Juice,Jam,Egg
1233,Fruits,Vegetable,Salad
1234,Juice,Vegetable,Salad
1235,Nachos,Salsa,Egg
1236,Bread,Salsa,Dairy
1237,Bread,Butter,Egg
1238,Bread,Butter,Egg
1239,Juice,Jam,Egg
1240,Fruits,Vegetable,Salad
1241,Fruits,Vegetable,Salad
1242,Bread,Butter,Egg
1243,Juice,Jam,Egg
1244,Nachos,Salsa,Dairy
1245,Juice,Jam,Egg
1246,Fruits,Vegetable,Salad
1247,Bread,Jam,Dairy
1248,Nachos,Salsa,Dairy
1249,Bread,Jam,Egg
1250,Juice,Jam,Egg
1251,Juice,Jam,Egg
1252,Nachos,Salsa,Egg
1253,Nachos,Salsa,Egg
1254,Bread,Jam,Egg
1255,Juice,Jam,Egg
1256,Fruits,Vegetable,Salad
1257,Nachos,Butter,Dairy
1258,Nachos,Salsa,Dairy
1259,Fruits,Vegetable,Salad
1260,Bread,Butter,Egg
1261,Juice,Jam,Egg
1262,Bread,Jam,Egg
1263,Juice,Jam,Egg
1264,Fruits,Vegetable,Salad
1265,Bread,Butter,Egg
1266,Nachos,Salsa,Dairy
1267,Juice,Jam,Egg
1268,Bread,Butter,Dairy
1269,Nachos,Salsa,Egg
1270,Bread,Jam,Dairy
1271,Juice,Vegetable,Salad
1272,Fruits,Vegetable,Salad
1273,Juice,Jam,Egg
1274,Juice,Jam,Egg
1275,Nachos,Salsa,Dairy
1276,Nachos,Butter,Dairy
1277,Bread,Jam,Egg
1278,Nachos,Salsa,Egg
1279,Nachos,Salsa,Dairy
1280,Nachos,Salsa,Egg
1281,Juice,Jam,Egg
1282,Bread,Butter,Dairy
1283,Juice,Jam,Egg
1284,Juice,Jam,Egg
1285,Nachos,Salsa,Egg
1286,Fruits,Vegetable,Salad
1287,Fruits,Vegetable,Salad
1288,Fruits,Vegetable,Salad
1289,Bread,Jam,Dairy
1290,Nachos,Salsa,Dairy
1291,Bread,Butter,Dairy
1292,Juice,Jam,Egg
1293,Nachos,Salsa,Egg
1294,Bread,Butter,Egg
1295,Bread,Butter,Egg
1296,Bread,Butter,Egg
1297,Bread,Salsa,Dairy
1298,Juice,Jam,Egg
1299,Juice,Jam,Egg
1300,Juice,Jam,Egg
1301,Nachos,Salsa,Egg
1302,Juice,Jam,Egg
1303,Nachos,Salsa,Dairy
1304,Nachos,Butter,Dairy
1305,Fruits,Vegetable,Salad
1306,Bread,Butter,Egg
1307,Bread,Butter,Egg
1308,Bread,Butter,Dairy
1309,Bread,Jam,Egg
1310,Bread,Jam,Egg
1311,Bread,Butter,Egg
1312,Bread,Butter,Egg
1313,Fruits,Vegetable,Salad
1314,Nachos,Salsa,Dairy
1315,Bread,Butter,Egg
1316,Juice,Jam,Egg
1317,Juice,Jam,Egg
1318,Bread,Jam,Dairy
1319,Fruits,Vegetable,Salad
1320,Nachos,Salsa,Dairy
1321,Juice,Jam,Egg
1322,Juice,Jam,Egg
1323,Bread,Jam,Dairy
1324,Bread,Jam,Dairy
1325,Bread,Butter,Egg
1326,Nachos,Salsa,Egg
1327,Juice,Jam,Egg
1328,Juice,Jam,Egg
1329,Bread,Jam,Egg
1330,Juice,Jam,Egg
1331,Juice,Jam,Egg
1332,Bread,Butter,Dairy
1333,Nachos,Salsa,Dairy
1334,Fruits,Vegetable,Salad
1335,Bread,Jam,Egg
1336,Fruits,Vegetable,Salad
1337,Nachos,Salsa,Egg
1338,Juice,Jam,Egg
1339,Nachos,Salsa,Egg
1340,Bread,Jam,Dairy
1341,Nachos,Salsa,Egg
1342,Fruits,Vegetable,Salad
1343,Nachos,Salsa,Egg
1344,Nachos,Salsa,Dairy
1345,Nachos,Salsa,Egg
1346,Fruits,Vegetable,Salad
1347,Bread,Jam,Dairy
1348,Bread,Butter,Egg
1349,Bread,Jam,Egg
1350,Fruits,Vegetable,Salad
1351,Bread,Butter,Egg
1352,Juice,Jam,Egg
1353,Fruits,Jam,Salad
1354,Bread,Butter,Egg
1355,Bread,Butter,Egg
1356,Nachos,Salsa,Egg
1357,Bread,Jam,Egg
1358,Juice,Jam,Egg
1359,Fruits,Vegetable,Salad
1360,Juice,Jam,Egg
1361,Bread,Jam,Dairy
1362,Bread,Salsa,Dairy
1363,Nachos,Salsa,Egg
1364,Nachos,Salsa,Egg
1365,Fruits,Vegetable,Salad
1366,Bread,Jam,Egg
1367,Bread,Jam,Dairy
1368,Bread,Jam,Dairy
1369,Nachos,Salsa,Egg
1370,Nachos,Salsa,Egg
1371,Bread,Butter,Egg
1372,Nachos,Salsa,Egg
1373,Fruits,Vegetable,Salad
1374,Fruits,Vegetable,Salad
1375,Bread,Jam,Egg
1376,Bread,Butter,Egg
1377,Bread,Butter,Egg
1378,Nachos,Salsa,Dairy
1379,Nachos,Salsa,Egg
1380,Juice,Vegetable,Salad
1381,Bread,Butter,Egg
1382,Fruits,Vegetable,Salad
1383,Fruits,Vegetable,Salad
1384,Nachos,Salsa,Egg
1385,Juice,Jam,Egg
1386,Bread,Butter,Dairy
1387,Juice,Jam,Egg
1388,Fruits,Vegetable,Salad
1389,Juice,Vegetable,Salad
1390,Juice,Vegetable,Salad
1391,Bread,Butter,Egg
1392,Bread,Jam,Egg
1393,Bread,Jam,Egg
1394,Fruits,Jam,Salad
1395,Bread,Butter,Egg
1396,Fruits,Vegetable,Salad
1397,Fruits,Vegetable,Salad
1398,Fruits,Jam,Salad
1399,Nachos,Salsa,Dairy
1400,Juice,Jam,Egg
1401,Bread,Jam,Dairy
1402,Juice,Jam,Egg
1403,Bread,Salsa,Dairy
1404,Fruits,Vegetable,Salad
1405,Nachos,Salsa,Egg
1406,Nachos,Salsa,Dairy
1407,Bread,Butter,Egg
1408,Juice,Jam,Egg
1409,Fruits,Vegetable,Salad
1410,Bread,Butter,Egg
1411,Nachos,Salsa,Egg
1412,Juice,Jam,Egg
1413,Bread,Butter,Egg
1414,Bread,Jam,Dairy
1415,Bread,Jam,Egg
1416,Nachos,Salsa,Egg
1417,Juice,Jam,Egg
1418,Fruits,Vegetable,Salad
1419,Bread,Butter,Egg
1420,Nachos,Salsa,Egg
1421,Juice,Jam,Egg
1422,Nachos,Salsa,Dairy
1423,Juice,Vegetable,Egg
1424,Bread,Butter,Egg
1425,Fruits,Vegetable,Salad
1426,Fruits,Vegetable,Salad
1427,Juice,Vegetable,Salad
1428,Nachos,Salsa,Egg
1429,Bread,Butter,Egg
1430,Bread,Butter,Egg
1431,Juice,Vegetable,Salad
1432,Fruits,Vegetable,Salad
1433,Bread,Jam,Dairy
1434,Juice,Vegetable,Salad
1435,Nachos,Salsa,Egg
1436,Nachos,Salsa,Egg
1437,Juice,Jam,Egg
1438,Juice,Jam,Egg
1439,Juice,Jam,Egg
1440,Bread,Butter,Egg
1441,Fruits,Vegetable,Salad
1442,Bread,Butter,Egg
1443,Juice,Vegetable,Salad
1444,Bread,Butter,Egg
1445,Bread,Butter,Egg
1446,Fruits,Vegetable,Salad
1447,Fruits,Vegetable,Salad
1448,Nachos,Salsa,Dairy
1449,Nachos,Salsa,Dairy
1450,Bread,Butter,Egg
1451,Juice,Jam,Egg
1452,Fruits,Vegetable,Salad
1453,Juice,Jam,Egg
1454,Juice,Jam,Egg
1455,Fruits,Vegetable,Salad
1456,Bread,Jam,Egg
1457,Juice,Jam,Egg
1458,Juice,Jam,Egg
1459,Bread,Jam,Dairy
1460,Juice,Jam,Egg
1461,Juice,Vegetable,Salad
1462,Fruits,Vegetable,Salad
1463,Bread,Butter,Egg
1464,Nachos,Salsa,Egg
1465,Nachos,Salsa,Egg
1466,Bread,Butter,Egg
1467,Juice,Jam,Egg
1468,Nachos,Salsa,Egg
1469,Juice,Vegetable,Salad
1470,Fruits,Vegetable,Salad
1471,Nachos,Salsa,Egg
1472,Juice,Jam,Egg
1473,Bread,Jam,Egg
1474,Juice,Jam,Egg
1475,Juice,Jam,Egg
1476,Bread,Jam,Dairy
1477,Fruits,Vegetable,Salad
1478,Juice,Vegetable,Salad
1479,Fruits,Vegetable,Salad
1480,Bread,Butter,Egg
1481,Bread,Jam,Dairy
1482,Juice,Jam,Egg
1483,Nachos,Salsa,Egg
1484,Bread,Butter,Egg
1485,Juice,Vegetable,Salad
1486,Nachos,Salsa,Egg
1487,Fruits,Vegetable,Salad
1488,Fruits,Vegetable,Salad
1489,Bread,Butter,Egg
1490,Nachos,Salsa,Dairy
1491,Juice,Jam,Egg
1492,Juice,Jam,Egg
1493,Nachos,Salsa,Egg
1494,Nachos,Salsa,Egg
1495,Juice,Jam,Egg
1496,Bread,Butter,Egg
1497,Nachos,Salsa,Dairy
1498,Bread,Jam,Egg
1499,Juice,Jam,Egg
1500,Fruits,Vegetable,Salad
1501,Fruits,Vegetable,Salad
1502,Fruits,Vegetable,Salad
1503,Bread,Butter,Dairy
1504,Juice,Jam,Egg
1505,Bread,Butter,Egg
1506,Nachos,Salsa,Dairy
1507,Nachos,Salsa,Egg
1508,Nachos,Butter,Dairy
1509,Bread,Butter,Egg
1510,Nachos,Butter,Dairy
1511,Fruits,Vegetable,Salad
1512,Juice,Jam,Egg
1513,Juice,Jam,Egg
1514,Juice,Jam,Egg
1515,Fruits,Vegetable,Salad
1516,Bread,Butter,Egg
1517,Fruits,Vegetable,Salad
1518,Nachos,Salsa,Egg
1519,Bread,Butter,Egg
1520,Juice,Jam,Egg
1521,Juice,Jam,Egg
1522,Juice,Jam,Egg
1523,Bread,Jam,Dairy
1524,Fruits,Vegetable,Salad
1525,Juice,Vegetable,Salad
1526,Nachos,Salsa,Egg
1527,Bread,Salsa,Dairy
1528,Nachos,Salsa,Dairy
1529,Nachos,Butter,Dairy
1530,Bread,Jam,Dairy
1531,Juice,Jam,Egg
1532,Juice,Jam,Egg
1533,Nachos,Salsa,Egg
1534,Bread,Butter,Egg
1535,Nachos,Salsa,Egg
1536,Juice,Jam,Egg
1537,Bread,Butter,Egg
1538,Bread,Butter,Egg
1539,Fruits,Vegetable,Salad
1540,Juice,Jam,Egg
1541,Nachos,Salsa,Egg
1542,Juice,Jam,Egg
1543,Nachos,Salsa,Dairy
1544,Juice,Jam,Egg
1545,Fruits,Vegetable,Salad
1546,Fruits,Vegetable,Salad
1547,Bread,Butter,Egg
1548,Nachos,Salsa,Egg
1549,Bread,Butter,Egg
1550,Juice,Jam,Egg
1551,Fruits,Vegetable,Salad
1552,Bread,Jam,Dairy
1553,Bread,Butter,Egg
1554,Fruits,Vegetable,Salad
1555,Nachos,Salsa,Egg
1556,Juice,Jam,Egg
1557,Fruits,Vegetable,Salad
1558,Fruits,Vegetable,Salad
1559,Fruits,Vegetable,Salad
1560,Nachos,Salsa,Egg
1561,Nachos,Salsa,Egg
1562,Bread,Jam,Egg
1563,Juice,Jam,Egg
1564,Nachos,Salsa,Egg
1565,Bread,Butter,Egg
1566,Juice,Jam,Egg
1567,Bread,Jam,Egg
1568,Bread,Butter,Egg
1569,Bread,Butter,Egg
1570,Juice,Jam,Egg
1571,Juice,Vegetable,Salad
1572,Fruits,Vegetable,Salad
1573,Juice,Jam,Egg
1574,Bread,Butter,Egg
1575,Nachos,Salsa,Dairy
1576,Juice,Vegetable,Salad
1577,Fruits,Vegetable,Salad
1578,Juice,Jam,Egg
1579,Juice,Jam,Egg
1580,Fruits,Vegetable,Salad
1581,Bread,Jam,Egg
1582,Bread,Butter,Egg
1583,Juice,Jam,Egg
1584,Bread,Butter,Dairy
1585,Juice,Vegetable,Salad
1586,Fruits,Vegetable,Salad
1587,Nachos,Salsa,Egg
1588,Fruits,Vegetable,Salad
1589,Nachos,Salsa,Egg
1590,Nachos,Salsa,Egg
1591,Bread,Butter,Egg
1592,Fruits,Vegetable,Salad
1593,Bread,Jam,Dairy
1594,Juice,Jam,Egg
1595,Juice,Vegetable,Salad
1596,Fruits,Vegetable,Salad
1597,Nachos,Salsa,Dairy
1598,Nachos,Salsa,Egg
1599,Bread,Jam,Egg
1600,Fruits,Vegetable,Salad
1601,Nachos,Salsa,Dairy
1602,Bread,Jam,Dairy
1603,Bread,Butter,Egg
1604,Bread,Butter,Egg
1605,Nachos,Salsa,Egg
1606,Bread,Jam,Egg
1607,Bread,Butter,Egg
1608,Fruits,Vegetable,Salad
1609,Juice,Jam,Egg
1610,Juice,Vegetable,Salad
1611,Bread,Jam,Egg
1612,Fruits,Vegetable,Salad
1613,Juice,Vegetable,Salad
1614,Juice,Jam,Egg
1615,Juice,Jam,Egg
1616,Bread,Butter,Egg
1617,Bread,Butter,Egg
1618,Juice,Jam,Egg
1619,Bread,Jam,Egg
1620,Fruits,Vegetable,Salad
1621,Fruits,Vegetable,Salad
1622,Fruits,Jam,Salad
1623,Nachos,Salsa,Egg
1624,Nachos,Salsa,Egg
1625,Fruits,Vegetable,Salad
1626,Bread,Butter,Egg
1627,Bread,Butter,Egg
1628,Juice,Vegetable,Salad
1629,Juice,Jam,Egg
1630,Bread,Butter,Egg
1631,Nachos,Salsa,Dairy
1632,Juice,Jam,Egg
1633,Bread,Butter,Dairy
1634,Nachos,Butter,Dairy
1635,Bread,Butter,Egg
1636,Fruits,Vegetable,Salad
1637,Bread,Butter,Egg
1638,Fruits,Vegetable,Salad
1639,Bread,Jam,Egg
1640,Fruits,Vegetable,Salad
1641,Nachos,Butter,Dairy
1642,Juice,Vegetable,Egg
1643,Bread,Jam,Egg
1644,Juice,Jam,Egg
1645,Juice,Jam,Egg
1646,Fruits,Jam,Salad
1647,Juice,Jam,Egg
1648,Fruits,Vegetable,Salad
1649,Bread,Butter,Egg
1650,Nachos,Salsa,Egg
1651,Bread,Jam,Dairy
1652,Nachos,Butter,Dairy
1653,Nachos,Salsa,Egg
1654,Bread,Butter,Dairy
1655,Bread,Butter,Egg
1656,Nachos,Salsa,Dairy
1657,Juice,Vegetable,Salad
1658,Nachos,Salsa,Dairy
1659,Fruits,Vegetable,Salad
1660,Fruits,Vegetable,Salad
1661,Nachos,Butter,Dairy
1662,Bread,Butter,Egg
1663,Bread,Butter,Egg
1664,Bread,Butter,Dairy
1665,Nachos,Salsa,Dairy
1666,Juice,Jam,Egg
1667,Bread,Butter,Egg
1668,Juice,Vegetable,Salad
1669,Bread,Butter,Egg
1670,Bread,Butter,Egg
1671,Nachos,Salsa,Egg
1672,Fruits,Vegetable,Salad
1673,Bread,Jam,Dairy
1674,Fruits,Vegetable,Salad
1675,Juice,Jam,Egg
1676,Bread,Butter,Egg
1677,Bread,Butter,Dairy
1678,Nachos,Salsa,Dairy
1679,Juice,Jam,Egg
1680,Bread,Butter,Egg
1681,Fruits,Vegetable,Salad
1682,Bread,Butter,Egg
1683,Bread,Jam,Egg
1684,Nachos,Salsa,Egg
1685,Juice,Vegetable,Salad
1686,Juice,Jam,Egg
1687,Bread,Butter,Egg
1688,Nachos,Salsa,Dairy
1689,Bread,Jam,Egg
1690,Juice,Jam,Egg
1691,Juice,Jam,Egg
1692,Bread,Butter,Egg
1693,Juice,Jam,Egg
1694,Nachos,Salsa,Dairy
1695,Bread,Butter,Egg
1696,Juice,Jam,Egg
1697,Bread,Butter,Egg
1698,Juice,Jam,Egg
1699,Bread,Butter,Egg
1700,Juice,Jam,Egg
1701,Bread,Butter,Egg
1702,Nachos,Salsa,Egg
1703,Bread,Butter,Egg
1704,Bread,Jam,Dairy
1705,Juice,Vegetable,Salad
1706,Bread,Jam,Dairy
1707,Bread,Jam,Dairy
1708,Juice,Jam,Egg
1709,Juice,Jam,Egg
1710,Fruits,Vegetable,Salad
1711,Nachos,Salsa,Egg
1712,Juice,Jam,Egg
1713,Bread,Butter,Egg
1714,Fruits,Vegetable,Salad
1715,Bread,Butter,Egg
1716,Juice,Jam,Egg
1717,Bread,Butter,Egg
1718,Fruits,Vegetable,Salad
1719,Nachos,Salsa,Egg
1720,Juice,Jam,Egg
1721,Juice,Vegetable,Salad
1722,Bread,Butter,Egg
1723,Nachos,Salsa,Egg
1724,Juice,Jam,Egg
1725,Juice,Jam,Egg
1726,Fruits,Jam,Salad
1727,Nachos,Butter,Dairy
1728,Juice,Jam,Egg
1729,Nachos,Salsa,Egg
1730,Bread,Butter,Egg
1731,Juice,Vegetable,Salad
1732,Nachos,Butter,Dairy
1733,Bread,Jam,Egg
1734,Bread,Jam,Egg
1735,Bread,Jam,Dairy
1736,Nachos,Salsa,Egg
1737,Bread,Jam,Egg
1738,Juice,Jam,Egg
1739,Bread,Butter,Egg
1740,Fruits,Vegetable,Salad
1741,Bread,Jam,Dairy
1742,Bread,Jam,Egg
1743,Juice,Jam,Egg
1744,Bread,Butter,Egg
1745,Nachos,Salsa,Egg
1746,Bread,Jam,Egg
1747,Juice,Vegetable,Salad
1748,Bread,Butter,Egg
1749,Juice,Jam,Egg
1750,Fruits,Vegetable,Salad
1751,Juice,Jam,Egg
1752,Bread,Jam,Dairy
1753,Nachos,Salsa,Egg
1754,Bread,Jam,Dairy
1755,Fruits,Vegetable,Salad
1756,Nachos,Salsa,Dairy
1757,Bread,Butter,Egg
1758,Nachos,Salsa,Dairy
1759,Nachos,Salsa,Egg
1760,Juice,Jam,Egg
1761,Bread,Butter,Egg
1762,Juice,Jam,Egg
1763,Juice,Jam,Egg
1764,Nachos,Salsa,Dairy
1765,Nachos,Salsa,Egg
1766,Bread,Jam,Dairy
1767,Bread,Butter,Egg
1768,Juice,Jam,Egg
1769,Fruits,Vegetable,Salad
1770,Bread,Butter,Dairy
1771,Juice,Jam,Egg
1772,Juice,Jam,Egg
1773,Fruits,Vegetable,Salad
1774,Bread,Butter,Egg
1775,Fruits,Vegetable,Salad
1776,Bread,Butter,Egg
1777,Bread,Butter,Dairy
1778,Nachos,Salsa,Dairy
1779,Nachos,Salsa,Egg
1780,Fruits,Vegetable,Salad
1781,Fruits,Vegetable,Salad
1782,Bread,Butter,Egg
